name,game,course,mode,hole1,hole2,hole3,hole4,hole5,hole6,hole7,hole8,hole9,hole10,hole11,hole12,hole13,hole14,hole15,hole16,hole17,finalScore,hole18
Player 1,Classic,Scorpion Bend,Speed Run,0:02,0:03,1:06,0:03,0:04,0:58,0:12,0:05,0:05,0:05,0:04,0:02,0:01,0:01,0:00,0:01,0:01,2:53,0:01
